,number,phone_no_m,busi_count_1908,busi_count_1909,busi_count_1910,busi_count_1911,busi_count_1912,busi_count_2001,busi_count_2002,busi_count_2003,busi_nunique_1908,busi_nunique_1909,busi_nunique_1910,busi_nunique_1911,busi_nunique_1912,busi_nunique_2001,busi_nunique_2002,busi_nunique_2003,flow_1908,flow_1909,flow_1910,flow_1911,flow_1912,flow_2001,flow_2002,flow_2003,label
4830,4830,78721894f34a3baf50fe5f82f6684b192d05ea8d9048c21c5699faf71eb19edf337b4b2fe6ab8ac99c8076eaec8831b1b77a1153b748da77627834c5093d3eba,96.0,114.0,107.0,99.0,150.0,132.0,138.0,131.0,90.0,110.0,104.0,95.0,150.0,124.0,133.0,117.0,14620.639798164368,21716.28415107727,28378.5732460022,25681.81943798065,32806.43434619904,15785.394176483154,12556.99843788147,19288.815470695496,1
4831,4831,6aeda28673f102a3b403fffbc912a3c0acd25fa0002aeece3dfb73a8e728c27bd449e96ae258312187a8e3e8d41986545b7dd96625fa2a12ac3ff80260fff4c8,,10.0,,,,,,,,10.0,,,,,,,,76.319073677063,,,,,,,1
4832,4832,f0039317a73d231509c77fa285713c9ad6abd13445591c485ac539a6033f5e3c147d898182bb04135f05c3377b6879ae320256229149032bee925ef8a3a578c8,,,,,,152.0,121.0,,,,,,,134.0,107.0,,,,,,,6218.103615760803,1956.3717794418333,,0
4833,4833,aded04684ea58fd4d3a40a9d51fac7d9bf2199894296318fc62eac947ee25092e4e9fc0265bec19fe8d1d05f29810b2b3f13e47ff8605b87ce1051b941725075,,,,,,,,,,,,,,,,,,,,,,,,,0
4834,4834,18bb97bd263efd5f8848ac7e32738e9246dd0bfdf9588a666956cdd144bf0f0e025a54b79b7aa47129d77badeb93c531abceb7559d3df5dcf6f629721f5a03d1,176.0,227.0,213.0,177.0,197.0,191.0,182.0,214.0,171.0,211.0,204.0,165.0,183.0,175.0,160.0,186.0,21406.97161579132,22422.90323638916,22197.371868133545,17064.45282649994,15526.58300113678,16742.344754219055,19852.259912490845,18117.05013084412,0
4835,4835,7fe28afdaa55a92d7df745e383076a7d22c28656498ec7edea5d1302f581e40ae923c097e5366e7980ed605ed980d10b6b0e2d80196a08d9256f919009d3d80b,193.0,166.0,209.0,200.0,83.0,120.0,124.0,135.0,183.0,148.0,190.0,178.0,83.0,108.0,106.0,124.0,12928.15458869934,11410.678601264954,20197.482879638672,15519.265536308289,776.3436784744263,3162.82422542572,6231.951587677001,3144.0303134918213,0
4836,4836,02767a210ef3b779e9f8a19f97f9454e583b021344b1f85e6c8c4063f9ff2387a1585829f51e6e85d69ccc11187305ce21de3677c3191cf1a7da5d31d427bba8,,,,43.0,,7.0,,10.0,,,,43.0,,7.0,,9.0,,,,26.643529891967773,,0.0448560714721677,,2.165735244750977,1
4837,4837,f6feaea015cdd555091beccc039c8df25b4bc3f6d99f3ed73dc5395f6b2321f398206ebf9cdc9b67aab2249f1e7b923f5185f5d975377a07dee7fbefe9bd8360,,,,65.0,196.0,152.0,79.0,,,,,65.0,196.0,142.0,75.0,,,,,339.4249610900879,15359.3210811615,6409.370175361633,1937.6069965362549,,1
4838,4838,26f8426bbab9f14bd46a618dd013f60e287d7465316a61ced7fecf6295e059b974cb25f5e9e44269df0bdd09d345efd4516001da03d08213f75fdbbd61b077b5,196.0,182.0,194.0,182.0,191.0,168.0,167.0,208.0,192.0,172.0,194.0,175.0,177.0,160.0,167.0,193.0,16023.232115745544,21984.85514450073,31588.372920036312,10834.679082870483,14413.532489776611,19606.19566631317,12407.11271762848,12138.502261161804,0
4839,4839,a8ff390e9c25eebee5ddfaccd3b7aa97527a86fe6607ff42859f928300d5e72976c5b2467f570cf9f19d1021f81bf096fdbb433676bae01e34ad6ad77ba56369,0.0,0.0,,,0.0,,,29.0,0.0,0.0,,,0.0,,,29.0,0.0047006607055663,1.528569221496582,,,4.553532600402832,,,94.19589042663576,0
4840,4840,04bff036a928ad0da0b284d8aa0a65413e66a98604eb85e5cbb9209f0e3f934a46a7965ee4749c65f1962cfecdcc52da2ca739924f5571d01fc931a32de980b9,,,,73.0,99.0,59.0,8.0,0.0,,,,73.0,89.0,59.0,8.0,0.0,,,,2264.114984512329,7248.183769226072,3687.844672203064,0.0399522781372066,0.002777099609375,0
4841,4841,cdd4db2bc1c8f7bb6b0e4d4f17d33350216739f6df0a08d13a43f92be4d3f364bcddb6bc3ee69c71b2751f76930fbb404d3fe0a6996a9e94414529cedf891dae,,,127.0,99.0,108.0,104.0,103.0,120.0,,,127.0,99.0,108.0,101.0,99.0,113.0,,,2850.7811040878296,3414.756437301636,6244.893288612366,4211.10733127594,15719.838599205015,8923.236847877502,0
4842,4842,d513b0423ef42497b8a202a023551e6cdccf5dbfb2fc73166fac6ef7e8388b7c3978619a08052e3963feebb7e8578800284e7525a6036158ea43d918a7ed7928,88.0,85.0,77.0,70.0,67.0,82.0,70.0,89.0,83.0,81.0,68.0,65.0,60.0,70.0,59.0,76.0,1385.8585901260376,584.3344173431396,1100.366755485535,567.7162494659424,621.0791759490968,1140.3224248886108,329.9557514190673,640.2020483016968,0
4843,4843,1b4dffe7cbbc9ce18f04dfcdddef5283bc09f7d1de49e58816afe6a74734289262bd1f81d9f2e37c259db0a95483765b804104379510e5c564039a4ddc1c41eb,,,,,,19.0,31.0,64.0,,,,,,19.0,31.0,64.0,,,,,,4.702698707580566,196.8105363845825,1910.4286909103396,0
4844,4844,6c5d489ef780e2b7d4e86eac4cba18f9c7ca44ffdda3bc7ef87a1b75a715d51fffc3486201f9452fe31211e2a4c0774b2565077303d81bb1af91693809875643,,,,,,,,30.0,,,,,,,,30.0,,,,,,,,164.10150146484375,1
4845,4845,ca7ca73aac0bbe38ef808443ec4355cf9970c945ebcdcee49ec4529da89e449e7a83f9abffc9c41680127cfd9e847f94321cd5e3ad395a402581187dfe17f64d,126.0,137.0,138.0,145.0,171.0,167.0,131.0,132.0,115.0,126.0,128.0,132.0,157.0,153.0,126.0,122.0,2722.632160186768,4008.522582054138,3142.587321281433,9405.844714164734,14888.16279697418,15445.199213981628,11176.188912391664,11408.90147781372,0
4846,4846,243f181955d97188924bad4cb98222c1f47b9d1aa9e8e972210fa5e966f65d04b6fb3e3bb097666014fa05464d6da237857f6c4901bb4bb6bf5a67d7b123b398,,,,,,80.0,84.0,103.0,,,,,,76.0,81.0,92.0,,,,,,16699.312911987305,13899.90218734741,26899.51455307007,0
4847,4847,d685ffa9533b5a70856dcd99da398eb535386beca88a192eee6e96d715fe6fbfb0d1a59b3994b6a993d2ead3b6cf5bd9103207c56bca2d8e93f3d72ff7fceb12,200.0,219.0,180.0,205.0,208.0,189.0,194.0,195.0,193.0,209.0,171.0,196.0,200.0,184.0,187.0,184.0,28289.20185470581,35054.661963462815,14709.944320678713,23583.660632133484,24789.070145606995,34542.60996341705,16218.178839683533,17743.716298103333,0
4848,4848,d3a23162f281abc2c82bea9b8a8652ebb902242746982a2adfa9894ca3a153b0b0e5759d3cf6b28ddf5e4b15a2f0d958e75fcbaec268fdfd941f8e0602816faa,,,16.0,,,,,,,,16.0,,,,,,,,68.08896160125732,,,,,,1
4849,4849,b784b0e1040889451660f98e4465c6809c6eab1116ddb88382c3372a9adde04e447bd16b8c7d9c0e170ba12c0eab69409f4bf5f3fa108b4378115dcefdaa71ff,80.0,88.0,116.0,59.0,73.0,75.0,95.0,140.0,76.0,85.0,105.0,59.0,73.0,70.0,95.0,128.0,2053.350284576416,1755.4201431274414,9915.77818965912,763.8355751037598,1773.912503242493,3693.8347883224487,2517.072704315185,3074.187375068665,0
4850,4850,6a9fc07e26e3e76736364ace807cc24f61dddadf6101e4b0f41129086acde04f3251230e639ddc693c608d72939ce82a50c21a7c27738fe57d726bc7e8c6473d,209.0,230.0,297.0,256.0,317.0,230.0,192.0,149.0,199.0,230.0,284.0,256.0,317.0,226.0,185.0,145.0,13921.998468399048,48646.61851978302,62353.15434360504,60173.31073665619,71917.6790266037,31141.219047546387,11291.75627708435,4522.232402801514,1
4851,4851,9921b0a62f32af74e3ebe368652d298fb56431d0dc329dea4f91173630c096d8f021e22dcdf97ddfd9c1dc46159cbfeb3584f83fce39cb6818429feb3439c57a,12.0,,,,,149.0,40.0,56.0,12.0,,,,,143.0,40.0,56.0,2.416030883789062,,,,,5779.454528808594,113.13300514221191,452.63188362121576,0
4852,4852,14c13ab3a4648da8dea12d995fdfc097aec293c73ce05a8a53173edf207790a5731ba2db27d190c94dfe549251f8f27f12d5082546bbb6ab53e7a7565134d0d3,231.0,199.0,273.0,155.0,172.0,163.0,142.0,143.0,211.0,188.0,244.0,151.0,166.0,153.0,134.0,131.0,12232.305307388306,12409.859651565552,12768.599539756777,1926.57084941864,2899.363271713257,4629.979726791382,4529.975302696228,4340.704278945923,0
4853,4853,7cc09fed7c437bf73516da39b39e80e0afb3217ffd4e693af56ff36a8c7850a1108e98867a7f47fec8f0a819dbd9de9bd261aafad4f0c3d229a639d1cc0ca022,56.0,45.0,53.0,29.0,56.0,37.0,40.0,48.0,56.0,45.0,53.0,29.0,56.0,37.0,40.0,45.0,95.35099029541016,46.83318519592285,45.22580528259277,9.345494270324709,43.07020092010498,30.042482376098636,27.068148612976078,63.92179870605469,1
4854,4854,5e3367c63244381215f46c327f2ff62ffcdce5f0befb0d280fed80942ef9212f0de94c1b5d22eb164e21c3b7913f3d86ba72d79fa2b2f64312654b720d67352e,,92.0,193.0,259.0,314.0,260.0,211.0,163.0,,88.0,193.0,259.0,314.0,249.0,211.0,157.0,,1757.536919593811,8547.574504852295,24779.79106330872,27477.87010574341,27202.025268554688,34771.28747653961,10539.82841014862,0
4855,4855,aea289d58b12c7a4e1ba0a4158a529228671e91697871c268b8825c8225a2ac6012cc780d6be783c4720a973ef3c6b6895559c6a909d727b51c500559cf72c2a,,,,,,,,,,,,,,,,,,,,,,,,,1
4856,4856,8606acfb0e537fad5b4677d4c65de1abb756688537f7621cb992d68b42690d2141aea7aa0ec1396925fccd29ef1b4efa6c28ab3a27382095055bfd5c8a8ae7da,,,,,16.0,,,,,,,,16.0,,,,,,,,6.42274284362793,,,,0
4857,4857,795d37b70f9c25f7accb67cb5d2bb35f06c9a5acc62b1ca34f7bf8066368c385f73e28d0896f44f3aebc115a5dc1d81d1ebb040c5b70ab2b33b76bb34eb5b018,,,,,,,,,,,,,,,,,,,,,,,,,1
4858,4858,c1da2cdab31a4491297c7fef3efe4847ea082f3504fb83e5cf99d8800ad305ac38f24e5edad3bee6ad465568e98410cf87d1aab85400d0919b217a8268c156c1,124.0,61.0,42.0,84.0,53.0,43.0,2.0,98.0,120.0,61.0,42.0,84.0,53.0,43.0,2.0,96.0,18043.941267967224,6531.523001670837,999.7368593215944,4786.456389427185,5737.508460044861,2810.507511138916,0.0251541137695311,4538.147968292236,0
4859,4859,b1948312036bacbb9cde517f5e2c74f618d869da56c39090cf6d9f61f30c8a9b0d93394680aa85985a60e1e32cccf3a87931aaf98782a9a77e002bb2381ced92,75.0,20.0,26.0,12.0,34.0,38.0,56.0,63.0,75.0,20.0,26.0,12.0,34.0,38.0,56.0,63.0,3306.04177570343,3.2562589645385738,202.08524227142337,37.44518566131591,191.770094871521,481.52033519744873,301.7769412994385,1249.964217185974,0
4860,4860,96d68b89c2a10d012b4b3572cd467aa4734b111cada8f8af65b273b2b8c9cbceb11f10d6f939c4bbde254781969215853292a1120a90a0ad35a9e0d4c6feeb63,218.0,245.0,229.0,249.0,290.0,222.0,190.0,250.0,211.0,230.0,221.0,232.0,282.0,206.0,165.0,228.0,10908.012055397034,12906.524865150452,14315.44331073761,15011.567041397097,18492.186902046204,16076.992671012878,8408.695172309875,15273.648641586304,0
4861,4861,9e6ae697fa92c2c138fc8fad8936460bb7de17d31a47471915634e22de0b7a02db990dff0bfc56a4cae7c4a609ed47517fd255fc3a28a27479f18ae53aa79899,5.0,63.0,125.0,105.0,114.0,129.0,100.0,133.0,5.0,57.0,113.0,98.0,104.0,115.0,92.0,124.0,0.199654579162597,731.8576574325562,9582.219711303713,13360.596404075624,11859.33614063263,11587.136843681335,3787.263837814331,14778.618189811708,0
4862,4862,a318dabb64dd15c983d91682adcd109de896adda574407bd7b8bff718c80d352e6f9bc0f6bd054885e7a4dc0a7eaea79ed44fb8f03bb20348e4fb662ea33657d,,,,,,,,,,,,,,,,,,,,,,,,,1
4863,4863,74c0f99a6675f20178f85e9966cf70b75d9ae185e34911e3424bd325e4c0fee64e7595a82cdfeed12918a6eb024c80ed3767867bc729270a0e1632f9958bba52,49.0,64.0,16.0,8.0,12.0,61.0,,21.0,43.0,58.0,16.0,8.0,12.0,61.0,,21.0,273.3048038482666,389.7314167022705,25.646677017211918,1.090629577636718,6.73421573638916,234.414324760437,,3.0366945266723637,0
4864,4864,799c772c2ca2f64f7cb67684b8255b1cd87e61ce85ffdb5e2c9e83bbed7f0190c3f793632df43c71fb5afa08282c9808c66c8ea12adc43b2d2237d03a9a6d522,,,,,,,,74.0,,,,,,,,74.0,,,,,,,,933.1567888259888,0
4865,4865,bac7a60a5380416dbae93a7ce53daa2a8cd02a87076b7b695a06a6697558e5f4e54a7531b9264f6e0bddffcea83b85379bfae195c0b5b43bf4b2e0c280acaabc,116.0,175.0,222.0,267.0,203.0,158.0,93.0,79.0,109.0,168.0,222.0,262.0,200.0,158.0,90.0,78.0,1333.5418872833252,11312.265704154968,15692.391744613647,14233.86277770996,14361.584656715391,7483.934841156006,2227.546498298645,438.62433910369873,1
4866,4866,dbd7497c6e01e4b154819ad6731667ff8e0d7483dd77db171693493ee1da26716e9e75bc4358c6f59de31d98be33c10ae39e90da26b820c5282ce76919e9bbef,,,,,,,,179.0,,,,,,,,179.0,,,,,,,,29102.484587669373,0
4867,4867,3ce987303cebb271ee9ae7b1c340516aabfd196a84855f1848023fcebb6b0bd106148006316db8dd626a9c2ef68d736fe9a288330e3063ae2caac7b044e863cf,,,75.0,,,114.0,121.0,,,,72.0,,,105.0,117.0,,,,885.3323621749879,,,2898.775541305542,5432.969651222229,,0
4868,4868,eee5ffb48c90a2907a2fbc360ca4a76862851cf187c11fbf76eb035d0c1a87b2468e2e83283f473a47551060a2e62b6f271314e36fb038a989a9eccbbd38612d,225.0,213.0,225.0,219.0,198.0,222.0,222.0,252.0,217.0,201.0,207.0,205.0,188.0,191.0,186.0,239.0,36750.69121932984,31810.66434764862,26997.56268692017,28888.323831558228,21981.620265960693,41817.177444458,22631.88503456116,33846.78047657013,0
4869,4869,43b9648be7166c47ffaf94e29351e212613b7f95aaedb5405c692030a8da44b430f997227012a7cfac7a28fcb996d075cbd9e24feca3206d9cb9fa07c6c5d7fe,75.0,72.0,65.0,42.0,52.0,24.0,27.0,28.0,63.0,67.0,57.0,40.0,52.0,24.0,26.0,27.0,264.45216941833496,94.02634620666504,97.92010879516604,31.016600608825684,85.9952335357666,1.2766847610473626,10.02642822265625,2.9288196563720703,0
4870,4870,5b536d617202e38418aeceea9759c4ac5ad176486dbac8efb9b336f0edac650e21641649eddb6de0914aefc8368ee1471b1683c7f968318a5534828067794473,,89.0,90.0,103.0,12.0,,,,,89.0,90.0,103.0,12.0,,,,,984.298023223877,503.2112941741944,1322.1942729949951,0.4382371902465813,,,,1
4871,4871,62fe677b773a12397c14a6bf22c31ec97e6bc68f55bba59ff8ba263694e39b0e8a2ab9a6a60fd7ef9779a655e8ef30f1a6e8997812f987e51c4f20f5cb9fb891,,,,,,,,,,,,,,,,,,,,,,,,,1
4872,4872,a420cca239b2e89c05c83b3794cd5bbce91383963e6e8f43d261b9c5f5e727aa48b0e0ed2b48f74a38ee4d2a4966d65dc538c98a8cf4f14f85a544ec003ed1c3,3.0,3.0,40.0,1.0,216.0,223.0,156.0,162.0,3.0,3.0,40.0,1.0,201.0,214.0,151.0,154.0,0.061307907104492,0.1407594680786131,12.519085884094238,0.0420370101928709,14052.702858924866,13380.265837669373,4380.065163612366,10131.50791835785,1
4873,4873,599dd221c63779e4a0751dc7e4ba3b80d325279c2f6ded2a12934b69fbaaa75f359ee95f825f561f692821ae1509d793531badcb8f355321a475d5c7a472152f,190.0,188.0,146.0,136.0,185.0,175.0,103.0,144.0,171.0,170.0,135.0,135.0,159.0,153.0,89.0,139.0,23977.617636680603,8164.709707260131,10015.44047164917,10274.1947183609,22442.67323493957,26879.61483478546,6455.344913482666,29921.45717716217,0
4874,4874,364562c279886e3d0affed610364da26677d498889f9dacba32cdd6850cb95041138db82a210c6ecc19de8061253ae35567d51e4de3b026a85eec3533b7d5b3d,211.0,151.0,193.0,165.0,156.0,268.0,214.0,241.0,201.0,136.0,176.0,158.0,152.0,257.0,214.0,232.0,40498.46280193329,7494.50722694397,28691.62706565857,11301.89894771576,7515.811471939087,40499.7344121933,34782.98131465912,27440.386170387268,0
4875,4875,4bbb74b82b204e6e3c2d435e9755708410eb05e9ffd0b8a5105ef0997fe6aca3adb67a7e49b8715364f797d11080ee0d13fd7e837a1244b8fb9b9dec446d959b,,115.0,4.0,4.0,3.0,6.0,3.0,4.0,,113.0,4.0,4.0,3.0,6.0,3.0,4.0,,2018.012296676636,11.321911811828612,11.027877807617188,13.424175262451172,11.300225257873535,5.241115570068359,8.981760978698729,0
4876,4876,c1e2b78cd1f86a8d2d3621140e856517443860353590d742c267efb3c7f36e53ad00547d03cf17f4024c92e7902eb092dcbd5f375afbac3dc82bcb4e6176724e,115.0,,,,92.0,106.0,126.0,,110.0,,,,92.0,106.0,121.0,,1624.4697914123535,,,,1775.1026754379272,6814.835489273071,15605.352212905884,,0
4877,4877,420d1376ae988204322fabeed5b52fa6485fa11dd546e61d665a207b4b8699a6c81dc9bf8f0fe1d64827198a2fdd07be9b35a25f20d71da6237313db6cf144f7,152.0,155.0,166.0,156.0,141.0,148.0,91.0,134.0,145.0,150.0,158.0,146.0,141.0,136.0,74.0,118.0,5279.355421066284,13951.545260429382,6982.247289657593,14545.95953655243,10228.752297401428,9098.419206619265,2020.9219779968264,10152.907483100891,0
4878,4878,510b6e7f4597258a6e603fb5928d8988b73f57a31077ad75f73e926ac57ac696501f45092ecfc784ebac0ee2c42dbe6d59b7d1bb2723ea46e68c2f61905a3058,,,,,,,,,,,,,,,,,,,,,,,,,1
4879,4879,109611f5cbe5e39a0b92673d86f5a5ce31ae3c3c876b2c9300f432946a3e7454ad5b065a6318b8b993977d40c34bd760d9fd0f819191e7d5607226e735bf7e4b,89.0,129.0,165.0,176.0,149.0,130.0,109.0,,89.0,129.0,160.0,173.0,146.0,124.0,102.0,,265.13921642303467,1380.3685359954834,2951.201407432556,2342.0359506607056,2158.9700899124146,1973.932765007019,969.4549417495728,,0
4880,4880,81cf65d3021bb19603397a12979418732af2a45af1dce0a26b3029fe64e8514d279714066d90ef4772f5853bb313bb7ca2db7c25ce8b2c80e634c1c2bbc0ba91,206.0,181.0,162.0,154.0,154.0,105.0,86.0,133.0,187.0,168.0,146.0,138.0,140.0,92.0,67.0,108.0,5325.58625125885,5185.206985473633,4805.071238517761,4133.736082077027,2379.373889923096,926.699194908142,386.9674015045166,5068.574778556825,0
4881,4881,fa79ec084795dcd8c6d966412971dd2d28c75427d2d135d0c0df5d41cc374f784521af38f9a1b1e408d4a82bb96199a7d0ea0b3d789740287344a97270689522,,,,,,185.0,100.0,,,,,,,169.0,94.0,,,,,,,10122.563425064089,2759.98494720459,,0
4882,4882,3e8f29a05aebaa7a547237d568ebde910978f4875188aeef2034bb03655933cbffcbacf35195b2032eed03d583884fb8e1354d137486aa0a4f2eddcdb1af014d,6.0,1.0,1.0,0.0,1.0,34.0,42.0,52.0,6.0,1.0,1.0,0.0,1.0,34.0,39.0,50.0,0.0392704010009762,0.0412921905517578,0.0246887207031249,0.001373291015625,0.0005989074707031,152.00339221954346,249.52595329284668,305.105751991272,0
4883,4883,cb1a47b19fa011fb4c600285b4e3937bbb9fe8afee6cd26eacf4e0a575a5e6064568cb21c315ab72fc94a5e3d648934043322f5305ff6310b9ad83378b8424b1,,,,16.0,,,,,,,,16.0,,,,,,,,49.407456398010254,,,,,1
4884,4884,5e2b8e9f40f6c139d57d7f8577b2d4df846152cd93e9b3abf71bc9b3baacc9497a4438ab31c2520a1e2155efddccd5af255f57faecb0af59e69ded718340663c,1.0,44.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,44.0,1.0,1.0,1.0,0.0,1.0,1.0,0.1278028488159178,205.87450218200684,0.0387639999389648,0.1008529663085935,0.1003923416137693,0.0181150436401367,0.0008182525634765,0.0523242950439453,0
4885,4885,89ab81f6d0b26a297f94d851c454eeea76d69004738bc228c1efbdafba2467a629bb932dad6bfb9f35662ad5460fdd3bbfeea65434241e1bfcf4986a92d026da,267.0,198.0,165.0,159.0,144.0,156.0,190.0,187.0,261.0,196.0,165.0,159.0,144.0,155.0,183.0,172.0,35322.50156021118,12133.92207813263,13430.523776054382,9180.857091903688,9589.524465560911,10025.62089252472,35571.89464569092,34306.140937805176,1
4886,4886,80595d050e9ab10c48b3e0b76fa56ad78f30a55095bade6de5d46e316edef53a606e23123d2451a3564ed7d0d4ff013e181f74563cfc359a4d48423467bf8162,,,,,,,,3.0,,,,,,,,3.0,,,,,,,,0.0478086471557615,1
4887,4887,38ba7b566ba54e4c6b3cb10c603d67ec50ca79810ce02a7b75713fd98267608d91d45c5ad001667b5821cc8ee634e09789114d996b34d34f37f3974b02eeca2f,76.0,86.0,114.0,121.0,121.0,166.0,121.0,88.0,72.0,86.0,112.0,119.0,117.0,146.0,114.0,79.0,1090.9209423065186,7557.049226760864,11223.18684577942,8124.607382774353,8018.481758117676,12411.533550262451,6862.050951004028,1502.5730285644531,0
4888,4888,d0b6dd4d378699034fb6adcda8dc7676c7b96815e88d47eb7f49e1c0ede2291e9ab055c0a8f682422b0e61c1e3d7d221a0250a9932207d7911731eaf63418e3f,124.0,144.0,154.0,23.0,23.0,174.0,135.0,138.0,120.0,136.0,154.0,23.0,23.0,174.0,135.0,136.0,1915.2924346923828,2216.118627548218,2200.479250907898,6.66408634185791,1.2200317382812491,3130.7079782485966,2709.5066261291504,3887.2154474258414,0
4889,4889,f510c9243e0dea63f076257f39fa595d8a90d56d0ac228d1c84d118d307b669a22c895000adb4f419492ce4093582da657d3ad3fae84c4621490bf68c45c028a,,,,,,118.0,100.0,151.0,,,,,,104.0,100.0,146.0,,,,,,844.9943590164185,1174.5391626358032,3237.732367515564,0
4890,4890,f6f086bb0150bd2c66a706a93c58bdde735382daeb727f1d740c55289428c899cd71e83a8457f95de1fa3785fa4dd0367d4b03880cdac13f3497cfd05f9a31eb,,,,,,,,,,,,,,,,,,,,,,,,,1
4891,4891,9ffe7494f944b91c55335e3971cc6b61f2959315c38af6403a27658989a84c811cb3d0f49a33745d6530171c7fe8af10543841caab37de2bff4c7995180e74df,,,,,,,,,,,,,,,,,,,,,,,,,0
4892,4892,22fed29f5670f9d507a1b3a4068d534a69d84b7cb6c8d227d7b39e526d28397611bc245a670a04c87d760f377cdb89256ac4922853af3b1fa3a1a50d716a409a,48.0,47.0,47.0,34.0,39.0,35.0,51.0,19.0,48.0,47.0,44.0,34.0,38.0,35.0,48.0,19.0,55.00705051422119,40.339322090148926,84.79128551483154,51.06893157958984,64.41983032226562,15.538649559020996,431.417407989502,12.335421562194824,0
4893,4893,b2b2eb8d574d47b17eb49c05837b3f1a757e1d0f943547266caa83a5b2bbba7fb7ccd5f765033613e69f37f8a6172343fee850d04dcd65bb494b44e4f947acf4,,,,,,,,86.0,,,,,,,,85.0,,,,,,,,426.5670976638794,0
4894,4894,e2f22cae515a097cd6b6c5b66dbefa8c026c61793737e1fe4a971f86ee72c725b46b50fddf8dbf4555386d5f997b5926f2b9de97f8d078f2d07ebf716b59a8bf,86.0,105.0,88.0,41.0,61.0,82.0,56.0,69.0,86.0,105.0,88.0,41.0,61.0,82.0,56.0,69.0,1612.8027267456057,1286.8499059677124,2484.645230293274,112.37304306030272,211.111273765564,1010.6065807342528,323.54302310943604,811.7754240036011,0
4895,4895,89480ef898284a0c1b449a640cf6b788019f5deb7ef873a20ee03c9d71b20ff97aec65ab02ac3675b8dd6700a423604e03119f7afffa9da9680771177e8d3e9b,98.0,,,,124.0,145.0,101.0,176.0,90.0,,,,115.0,124.0,89.0,157.0,1886.183271408081,,,,2686.4612321853638,1538.7536602020264,756.8231582641602,3480.1930570602417,0
4896,4896,655ad2ae608ad05b53fbf3c1ae4eb08dfaa8f3d890fcfb7cb7f23a483f73db802173e0abc53288e4f3c8b3fd1ae517826a8e5ef9110e979b4ed016a09063a99c,,,,,57.0,100.0,60.0,94.0,,,,,57.0,94.0,60.0,89.0,,,,,307.1274309158325,3067.759546279907,300.8495960235596,2559.033586502075,0
4897,4897,2f7ead17feea42cc9488b620ddcd824c0e7deed6bf51b9dc744f843a9ff2b8544d922b0e215aadde820494fdcfa065488e44616567cfcb872104d39eaf9f68e1,,,,,,,27.0,,,,,,,,27.0,,,,,,,,128.28094482421878,,1
4898,4898,0fdba3f575e432331e9f6979c3b9694c7a4b45caeee984f4c3eac94d82eb08d6ea302b4275211811b458795311722c11422df1a736a76dfe427a6fd1adcf6261,126.0,157.0,154.0,134.0,102.0,156.0,121.0,122.0,125.0,152.0,154.0,134.0,102.0,143.0,114.0,113.0,7530.123398780823,14623.064352989197,28354.696166992188,22254.52097606659,21767.440271377563,8401.247130393982,3896.733173370361,4351.689429283142,0
4899,4899,5a5ab64f211f897a76c063a0eb865f03d65bcdac1e92f45be1ada5a2d27d65bd435d6c9d02ac93068f1f150189c58d2b19d3576353a9da424ff10ab8e9bee4c3,213.0,180.0,150.0,151.0,137.0,155.0,107.0,152.0,209.0,163.0,137.0,139.0,122.0,143.0,97.0,145.0,7658.964161872864,5946.86119556427,2753.6897926330566,3346.5821285247803,2570.018789291382,4455.455040931702,1563.6912927627563,8481.669152259827,0
4900,4900,89addc34276f0bf17eae8d5ef2339e1b15306648263f23eda9f97a74d62755fecafa46ae48c207898f46a238d85db3d2bc8a07b2774a1754d6faa225f96d5c5c,,32.0,21.0,,2.0,,,,,32.0,21.0,,2.0,,,,,132.73584938049316,8.022518157958984,,0.0042743682861327,,,,1
4901,4901,d4e0aae2b92a491f5694adfa3cb9a1c2d89e18db4e73fc91508c2fb4d78ac0b176db325f9fbf3433fbbbb95900cd60bfcb4140434650d9f9b4f6d831b6c00529,,,,,,,,,,,,,,,,,,,,,,,,,1
4902,4902,d97824c3c78f0c580cefa411cb5409591fc4868656b91fc2d7def0d1d36a69bc5d10ccd6dbbffa4a4c67349eab7a200b0a11fdbeb7cde16b112be626355f56af,0.0,,82.0,49.0,0.0,,,,0.0,,82.0,49.0,0.0,,,,0.0150213241577147,,1508.0706491470337,226.36016273498532,5.0131378173828125,,,,0
4903,4903,1c0b4062045ffee2837dd20182eb12d935e47a0f6891fab0fddd7cc7db6ef3e6c7136f5c2ef478415fc1677f4c848e69a8bb6ec5b088f3d54f5ffaa1e54bdedf,29.0,81.0,65.0,30.0,47.0,52.0,32.0,,29.0,81.0,65.0,30.0,47.0,52.0,32.0,,7.152888298034668,1648.9158849716189,313.68221378326416,8.614715576171875,253.32806968688965,421.754295349121,35.29305458068848,,0
4904,4904,1b7286b1c614f6bb681b61f7a354760e44095ba4efdcf9180aa1e1feeb4a6de82177cc8018a69b55ca99d516a332d6c10c5dba7abd3d995c8a722daaa20244cc,25.0,1.0,0.0,8.0,0.0,5.0,1.0,0.0,25.0,1.0,0.0,8.0,0.0,5.0,1.0,0.0,125.54508018493652,0.0057764053344726,0.000701904296875,10.980398178100586,0.0007486343383789,0.0655355453491209,0.001173973083496,0.0009651184082031,0
